case,rule,symbol,entry_date,exit_date,return_pct,hold_days,exit_reason,peak_close_pct
train,b-momentum,SNOW,2022-05-27,2022-08-10,32.27609989487663,50,signal,33.58092577422396
train,b-momentum,SNOW,2022-11-11,2023-01-05,-12.0011368775506,36,trail,11.490729796542198
train,b-momentum,SNOW,2023-01-13,2023-02-06,14.444136202171842,15,signal,27.81765911778349
train,b-momentum,SNOW,2023-09-01,2024-01-05,16.50919972702114,86,signal,27.280194787458868
train,b-momentum,SNOW,2024-06-28,2024-08-06,-14.331088418973547,26,trail,7.090977914117302
train,b-momentum,TSLA,2022-02-25,2022-04-27,10.819385050147368,42,trail,41.5481363736643
train,b-momentum,TSLA,2022-12-05,2022-12-21,-26.593404828411128,12,trail,-3.6898254872679614
train,b-momentum,TSLA,2023-01-18,2023-02-13,42.08505862732797,18,signal,51.81605962995424
train,b-momentum,TSLA,2024-04-30,2024-07-12,25.85765548340815,50,signal,40.79581547816411
train,b-momentum,MRNA,2022-01-11,2022-01-20,-22.72557501230831,6,trail,-1.3761064647573318
train,b-momentum,MRNA,2022-02-16,2022-04-22,-3.1678067374243724,45,trail,26.4869309015193
train,b-momentum,MRNA,2023-08-18,2023-10-17,-14.825943022421717,41,trail,10.122758325063375
train,b-momentum,MRNA,2023-11-03,2024-02-12,19.35322949190672,67,trail,57.94227421730067
train,b-momentum,GOOGL,2022-02-02,2022-04-28,-23.185264576067965,59,trail,-2.148760330578514
train,b-momentum,GOOGL,2024-03-15,2024-08-26,16.370420922658813,113,terminal,34.1613983689693
train,b-momentum,AAOI,2022-01-25,2022-02-28,-14.528879830647135,23,trail,10.075563074715642
train,b-momentum,AAOI,2023-01-13,2023-01-20,-1.91320485993266,4,signal,4.721035927736872
train,b-momentum,AAOI,2023-03-29,2023-05-02,-0.1998999999999973,23,trail,26.37362011157598
train,b-momentum,AAOI,2023-05-09,2023-06-22,164.7240065994533,30,signal,193.78530312430712
train,b-momentum,AAOI,2024-04-17,2024-06-21,-25.39859610915135,45,trail,4.1528239334234
train,b-momentum,AAOI,2024-07-11,2024-07-25,-5.003121316486691,10,trail,27.16577388474675
train,b-momentum,AAOI,2024-08-20,2024-08-26,11.76681414720866,5,terminal,13.03841519981419
train,profit50,TQQQ,2022-01-25,2022-02-22,-9.61779533821755,19,trail,19.113549955302723
train,profit50,TQQQ,2022-02-25,2022-03-15,-18.423402686815884,12,trail,4.920004571506165
train,profit50,TQQQ,2022-06-16,2022-06-29,7.570545245656168,8,profit_lock,21.70507749770354
train,profit50,TQQQ,2022-10-14,2022-11-04,-8.84758457047603,15,trail,13.60199577168546
train,profit50,TQQQ,2023-01-12,2023-01-31,12.172843726286375,12,signal,19.51845176686615
train,profit50,TQQQ,2023-10-10,2023-10-27,-17.082673786856507,13,trail,3.499080772653551
train,profit50,TQQQ,2024-05-06,2024-07-22,28.498565677603473,52,signal,48.47578465194693
train,profit50,TQQQ,2024-08-06,2024-08-26,26.220476059691087,15,terminal,32.69905581555563
train,profit50,MSFT,2022-02-01,2022-06-14,-21.59643001259398,92,trail,1.6107728298095259
train,profit50,MSFT,2023-04-28,2024-08-26,35.74007778955608,334,terminal,53.7975667048124
train,profit50,NFLX,2022-12-02,2023-02-22,8.481864091411184,54,signal,18.509458235336695
train,profit50,NFLX,2023-03-27,2023-07-28,26.615563913745355,85,signal,45.80673885961111
train,profit50,NFLX,2023-10-25,2024-08-26,65.15162887570418,210,terminal,67.91018287200794
train,profit50,YINN,2021-09-23,2021-11-01,7.253652262093291,27,profit_lock,25.800192888264583
train,profit50,YINN,2021-12-31,2022-01-24,6.437643816955396,15,signal,18.052262622978677
train,profit50,YINN,2022-02-25,2022-03-08,-26.410032710845943,7,trail,3.318896567212981
train,profit50,YINN,2022-03-16,2022-03-18,9.304871428571438,2,profit_lock,21.904763721284404
train,profit50,YINN,2022-08-12,2022-09-07,-11.40921618160753,17,trail,11.929882951640703
train,profit50,YINN,2022-10-14,2022-10-25,-34.38185233852088,7,trail,-0.056149518145465205
train,profit50,YINN,2022-11-08,2022-11-23,20.744507023579484,11,profit_lock,40.468694064616614
train,profit50,YINN,2023-01-04,2023-01-31,11.581807686027613,18,profit_lock,29.20353982300885
train,profit50,YINN,2023-06-14,2023-06-21,-7.557120223480485,4,signal,10.657007108499927
train,profit50,YINN,2023-10-12,2023-11-30,-24.892376600456235,34,trail,-3.064518590127263
train,profit50,YINN,2024-01-02,2024-01-17,-26.97428325254111,10,trail,2.832127883109181
train,profit50,YINN,2024-08-06,2024-08-26,18.97800480303784,15,terminal,24.476659037613068
train,profit50,SNOW,2021-12-09,2022-01-06,-20.634647434082034,19,trail,0.3351324957770352
train,profit50,SNOW,2022-01-25,2022-02-14,6.612483502114808,14,signal,13.019943244198174
train,profit50,SNOW,2022-03-17,2022-04-07,8.705336568556588,15,profit_lock,23.707690116686674
train,profit50,SNOW,2022-05-27,2022-07-25,10.022001032992577,38,profit_lock,24.84752992240744
train,profit50,SNOW,2022-11-11,2023-01-05,-12.0011368775506,36,trail,11.490729796542198
train,profit50,SNOW,2023-01-13,2023-02-06,14.44413620217182,15,signal,27.81765911778349
train,profit50,SNOW,2023-09-01,2024-01-05,16.509199727021162,86,signal,27.280194787458868
train,profit50,SNOW,2024-06-28,2024-08-06,-14.331088418973536,26,trail,7.090977914117302
train,profit50,TSLA,2022-02-25,2022-04-12,23.03617645635512,32,profit_lock,41.5481363736643
train,profit50,TSLA,2022-12-05,2022-12-21,-26.593404828411103,12,trail,-3.6898254872679614
train,profit50,TSLA,2023-01-18,2023-02-13,42.08505862732797,18,signal,51.81605962995424
train,profit50,TSLA,2024-04-30,2024-07-12,25.85765548340815,50,signal,40.79581547816411
train,profit50,MRNA,2022-01-11,2022-01-20,-22.72557501230831,6,trail,-1.3761064647573318
train,profit50,MRNA,2022-02-16,2022-03-28,13.152301870995098,27,profit_lock,26.4869309015193
train,profit50,MRNA,2023-08-18,2023-10-17,-14.825943022421717,41,trail,10.122758325063375
train,profit50,MRNA,2023-11-03,2024-02-09,27.47760109112143,66,profit_lock,57.94227421730067
train,profit50,GOOGL,2022-02-02,2022-04-28,-23.185264576067965,59,trail,-2.148760330578514
train,profit50,GOOGL,2024-03-15,2024-08-05,8.904670526315805,97,profit_lock,34.1613983689693
train,profit50,AAOI,2022-01-25,2022-02-28,-14.528879830647135,23,trail,10.075563074715642
train,profit50,AAOI,2023-01-13,2023-01-20,-1.91320485993266,4,signal,4.721035927736872
train,profit50,AAOI,2023-03-29,2023-04-26,10.218788058805828,19,profit_lock,26.37362011157598
train,profit50,AAOI,2023-05-09,2023-06-22,164.72400659945325,30,signal,193.78530312430712
train,profit50,AAOI,2024-04-17,2024-06-21,-25.39859610915135,45,trail,4.1528239334234
train,profit50,AAOI,2024-07-11,2024-07-19,11.11432977379254,6,profit_lock,27.16577388474675
train,profit50,AAOI,2024-08-20,2024-08-26,11.76681414720866,5,terminal,13.03841519981419
train,bs-cooldown-profit50,TQQQ,2022-01-25,2022-02-22,-9.61779533821755,19,trail,19.113549955302723
train,bs-cooldown-profit50,TQQQ,2022-02-25,2022-03-15,-18.423402686815884,12,trail,4.920004571506165
train,bs-cooldown-profit50,TQQQ,2022-06-16,2022-06-29,7.570545245656168,8,profit_lock,21.70507749770354
train,bs-cooldown-profit50,TQQQ,2022-10-14,2022-11-04,-8.84758457047603,15,trail,13.60199577168546
train,bs-cooldown-profit50,TQQQ,2023-01-12,2023-01-31,12.172843726286375,12,signal,19.51845176686615
train,bs-cooldown-profit50,TQQQ,2023-10-10,2023-10-27,-17.082673786856507,13,trail,3.499080772653551
train,bs-cooldown-profit50,TQQQ,2024-05-06,2024-07-22,28.498565677603473,52,signal,48.47578465194693
train,bs-cooldown-profit50,TQQQ,2024-08-06,2024-08-26,26.220476059691087,15,terminal,32.69905581555563
train,bs-cooldown-profit50,MSFT,2022-02-01,2022-06-14,-21.59643001259398,92,trail,1.6107728298095259
train,bs-cooldown-profit50,MSFT,2023-04-28,2024-08-26,35.74007778955608,334,terminal,53.7975667048124
train,bs-cooldown-profit50,NFLX,2022-12-02,2023-02-22,8.481864091411184,54,signal,18.509458235336695
train,bs-cooldown-profit50,NFLX,2023-03-27,2023-07-28,26.615563913745355,85,signal,45.80673885961111
train,bs-cooldown-profit50,NFLX,2023-10-25,2024-08-26,65.15162887570418,210,terminal,67.91018287200794
train,bs-cooldown-profit50,YINN,2021-09-23,2021-11-01,7.253652262093291,27,profit_lock,25.800192888264583
train,bs-cooldown-profit50,YINN,2021-12-31,2022-01-24,6.437643816955396,15,signal,18.052262622978677
train,bs-cooldown-profit50,YINN,2022-02-25,2022-03-08,-26.410032710845943,7,trail,3.318896567212981
train,bs-cooldown-profit50,YINN,2022-03-16,2022-03-18,9.304871428571438,2,profit_lock,21.904763721284404
train,bs-cooldown-profit50,YINN,2022-08-12,2022-09-07,-11.40921618160753,17,trail,11.929882951640703
train,bs-cooldown-profit50,YINN,2022-10-14,2022-10-25,-34.38185233852088,7,trail,-0.056149518145465205
train,bs-cooldown-profit50,YINN,2022-11-08,2022-11-23,20.744507023579484,11,profit_lock,40.468694064616614
train,bs-cooldown-profit50,YINN,2023-01-04,2023-01-31,11.581807686027613,18,profit_lock,29.20353982300885
train,bs-cooldown-profit50,YINN,2023-06-14,2023-06-21,-7.557120223480485,4,signal,10.657007108499927
train,bs-cooldown-profit50,YINN,2023-10-12,2023-11-30,-24.892376600456235,34,trail,-3.064518590127263
train,bs-cooldown-profit50,YINN,2024-01-02,2024-01-17,-26.97428325254111,10,trail,2.832127883109181
train,bs-cooldown-profit50,YINN,2024-08-06,2024-08-26,18.97800480303784,15,terminal,24.476659037613068
train,bs-cooldown-profit50,SNOW,2021-12-09,2022-01-06,-20.634647434082034,19,trail,0.3351324957770352
train,bs-cooldown-profit50,SNOW,2022-01-25,2022-02-14,6.612483502114808,14,signal,13.019943244198174
train,bs-cooldown-profit50,SNOW,2022-03-17,2022-04-07,8.705336568556588,15,profit_lock,23.707690116686674
train,bs-cooldown-profit50,SNOW,2022-05-27,2022-07-25,10.022001032992577,38,profit_lock,24.84752992240744
train,bs-cooldown-profit50,SNOW,2022-11-11,2023-01-05,-12.0011368775506,36,trail,11.490729796542198
train,bs-cooldown-profit50,SNOW,2023-01-13,2023-02-06,14.44413620217182,15,signal,27.81765911778349
train,bs-cooldown-profit50,SNOW,2023-09-01,2024-01-05,16.509199727021162,86,signal,27.280194787458868
train,bs-cooldown-profit50,SNOW,2024-06-28,2024-08-06,-14.331088418973536,26,trail,7.090977914117302
train,bs-cooldown-profit50,TSLA,2022-02-25,2022-04-12,23.03617645635512,32,profit_lock,41.5481363736643
train,bs-cooldown-profit50,TSLA,2022-12-05,2022-12-21,-26.593404828411103,12,trail,-3.6898254872679614
train,bs-cooldown-profit50,TSLA,2023-01-18,2023-02-13,42.08505862732797,18,signal,51.81605962995424
train,bs-cooldown-profit50,TSLA,2024-04-30,2024-07-12,25.85765548340815,50,signal,40.79581547816411
train,bs-cooldown-profit50,MRNA,2022-01-11,2022-01-20,-22.72557501230831,6,trail,-1.3761064647573318
train,bs-cooldown-profit50,MRNA,2022-02-16,2022-03-28,13.152301870995098,27,profit_lock,26.4869309015193
train,bs-cooldown-profit50,MRNA,2023-08-18,2023-10-17,-14.825943022421717,41,trail,10.122758325063375
train,bs-cooldown-profit50,MRNA,2023-11-03,2024-02-09,27.47760109112143,66,profit_lock,57.94227421730067
train,bs-cooldown-profit50,GOOGL,2022-02-02,2022-04-28,-23.185264576067965,59,trail,-2.148760330578514
train,bs-cooldown-profit50,GOOGL,2024-03-15,2024-08-05,8.904670526315805,97,profit_lock,34.1613983689693
train,bs-cooldown-profit50,AAOI,2022-01-25,2022-02-28,-14.528879830647135,23,trail,10.075563074715642
train,bs-cooldown-profit50,AAOI,2023-01-13,2023-01-20,-1.91320485993266,4,signal,4.721035927736872
train,bs-cooldown-profit50,AAOI,2023-03-29,2023-04-26,10.218788058805828,19,profit_lock,26.37362011157598
train,bs-cooldown-profit50,AAOI,2023-05-09,2023-06-22,164.72400659945325,30,signal,193.78530312430712
train,bs-cooldown-profit50,AAOI,2024-04-17,2024-06-21,-25.39859610915135,45,trail,4.1528239334234
train,bs-cooldown-profit50,AAOI,2024-07-11,2024-07-19,11.11432977379254,6,profit_lock,27.16577388474675
train,bs-cooldown-profit50,AAOI,2024-08-20,2024-08-26,11.76681414720866,5,terminal,13.03841519981419
validation,v5,TQQQ,2025-04-08,2025-04-22,-4.443444330368063,9,trail,15.906579767180485
validation,v5,MSFT,2025-03-25,2025-08-26,27.19242828208246,107,terminal,35.976847174509466
validation,v5,NFLX,2024-10-22,2025-01-03,16.47453362647122,50,signal,22.382946812372275
validation,v5,NFLX,2025-03-25,2025-08-26,25.093443715662822,107,terminal,36.90015467349741
validation,v5,YINN,2025-01-28,2025-02-25,38.25064305242771,19,signal,48.43181817609368
validation,v5,YINN,2025-04-10,2025-08-26,75.39740148288352,95,terminal,77.06355379186563
validation,v5,TSLA,2024-10-28,2024-12-19,67.02840620483398,37,signal,77.7259205005787
validation,v5,TSLA,2025-03-13,2025-04-09,-9.627677945506441,19,trail,16.124615716878353
validation,v5,MRNA,2024-11-19,2025-01-14,-9.809136752879121,36,trail,22.200792440946238
validation,v5,MRNA,2025-02-18,2025-04-01,-13.33546105109743,30,trail,8.804840891339527
validation,v5,MRNA,2025-04-29,2025-08-04,1.7986428200842397,66,signal,26.233380580114552
validation,v5,NVDA,2025-01-07,2025-02-04,-23.72333142580999,18,trail,-3.796640270125806
validation,v5,NVDA,2025-04-08,2025-08-26,74.76086791152746,97,terminal,76.44999426765399
validation,v5,GOOGL,2024-09-18,2025-03-12,3.995375811745916,119,trail,29.100465466561865
validation,v5,AAOI,2025-03-13,2025-03-28,3.7543327154057726,11,trail,31.7563624345935
validation,v5,AAOI,2025-04-08,2025-04-17,-13.641687661864788,7,trail,14.96063297101613
validation,v5,AAOI,2025-05-02,2025-06-02,0.19275887723202434,20,trail,33.04918633132685
validation,s-cooldown40,TQQQ,2025-04-08,2025-04-22,-4.443444330368063,9,trail,15.906579767180485
validation,s-cooldown40,MSFT,2025-03-25,2025-08-26,27.19242828208246,107,terminal,35.976847174509466
validation,s-cooldown40,NFLX,2024-10-22,2025-01-03,16.47453362647122,50,signal,22.382946812372275
validation,s-cooldown40,NFLX,2025-03-25,2025-08-26,25.093443715662822,107,terminal,36.90015467349741
validation,s-cooldown40,YINN,2025-01-28,2025-02-25,38.25064305242771,19,signal,48.43181817609368
validation,s-cooldown40,YINN,2025-04-10,2025-08-26,75.39740148288352,95,terminal,77.06355379186563
validation,s-cooldown40,TSLA,2024-10-28,2024-12-19,67.02840620483398,37,signal,77.7259205005787
validation,s-cooldown40,TSLA,2025-03-13,2025-04-09,-9.627677945506441,19,trail,16.124615716878353
validation,s-cooldown40,MRNA,2024-11-19,2025-01-14,-9.809136752879121,36,trail,22.200792440946238
validation,s-cooldown40,MRNA,2025-02-18,2025-04-01,-13.33546105109743,30,trail,8.804840891339527
validation,s-cooldown40,MRNA,2025-04-29,2025-08-04,1.7986428200842397,66,signal,26.233380580114552
validation,s-cooldown40,NVDA,2025-01-07,2025-02-04,-23.72333142580999,18,trail,-3.796640270125806
validation,s-cooldown40,NVDA,2025-04-08,2025-08-26,74.76086791152746,97,terminal,76.44999426765399
validation,s-cooldown40,GOOGL,2024-09-18,2025-03-12,3.995375811745916,119,trail,29.100465466561865
validation,s-cooldown40,AAOI,2025-03-13,2025-03-28,3.7543327154057726,11,trail,31.7563624345935
validation,s-cooldown40,AAOI,2025-04-08,2025-04-17,-13.641687661864788,7,trail,14.96063297101613
validation,s-cooldown40,AAOI,2025-05-02,2025-06-02,0.19275887723202434,20,trail,33.04918633132685
full5y,v5,TQQQ,2022-01-25,2022-02-22,-9.61779533821755,19,trail,19.113549955302723
full5y,v5,TQQQ,2022-02-25,2022-03-15,-18.423402686815884,12,trail,4.920004571506165
full5y,v5,TQQQ,2022-06-16,2022-08-18,61.74645842324886,43,signal,69.16050991105432
full5y,v5,TQQQ,2022-10-14,2022-11-04,-8.84758457047602,15,trail,13.60199577168546
full5y,v5,TQQQ,2023-01-12,2023-01-31,12.172843726286352,12,signal,19.51845176686615
full5y,v5,TQQQ,2023-10-10,2023-10-27,-17.082673786856507,13,trail,3.499080772653551
full5y,v5,TQQQ,2024-05-06,2024-07-22,28.498565677603448,52,signal,48.47578465194693
full5y,v5,TQQQ,2024-08-06,2024-09-09,7.986179955415418,23,trail,32.69905581555563
full5y,v5,TQQQ,2025-04-08,2025-04-22,-4.443444330368063,9,trail,15.906579767180485
full5y,v5,TQQQ,2026-04-10,2026-06-10,44.928508277909906,42,signal,76.7017953318747
full5y,v5,MSFT,2022-02-01,2022-06-14,-21.59643001259398,92,trail,1.6107728298095259
full5y,v5,MSFT,2023-04-28,2025-04-04,19.536231482382703,485,trail,53.7975667048124
full5y,v5,MSFT,2026-04-15,2026-06-10,-0.06198834990690516,39,signal,15.708539953183887
full5y,v5,MSFT,2026-06-29,2026-08-27,33.52328016515871,43,terminal,34.05562849234271
full5y,v5,NFLX,2022-12-02,2023-02-22,8.481864091411184,54,signal,18.509458235336695
full5y,v5,NFLX,2023-03-27,2023-07-28,26.615563913745355,85,signal,45.80673885961111
full5y,v5,NFLX,2023-10-25,2025-01-03,114.25523844028564,299,signal,125.12378143019514
full5y,v5,NFLX,2025-03-25,2025-11-21,7.260260420213327,168,trail,36.90015467349741
full5y,v5,NFLX,2026-02-26,2026-04-20,16.521418373581763,36,signal,29.555294313991777
full5y,v5,NFLX,2026-07-20,2026-08-27,16.628215077769703,29,terminal,20.36007570878717
full5y,v5,YINN,2021-09-23,2021-11-29,-4.459071666167269,46,trail,25.800192888264583
full5y,v5,YINN,2021-12-31,2022-01-24,6.437643816955396,15,signal,18.052262622978677
full5y,v5,YINN,2022-02-25,2022-03-08,-26.410032710845943,7,trail,3.318896567212981
full5y,v5,YINN,2022-03-16,2022-04-12,7.8791593400682425,19,trail,34.52380952380953
full5y,v5,YINN,2022-08-12,2022-09-07,-11.409216181607517,17,trail,11.929882951640703
full5y,v5,YINN,2022-10-14,2022-10-25,-34.38185233852087,7,trail,-0.056149518145465205
full5y,v5,YINN,2022-11-08,2022-12-08,68.81192274062582,21,signal,67.05140981683448
full5y,v5,YINN,2023-01-04,2023-02-07,1.6724582841518787,23,trail,29.20353982300885
full5y,v5,YINN,2023-06-14,2023-06-21,-7.5571202234804735,4,signal,10.657007108499927
full5y,v5,YINN,2023-10-12,2023-11-30,-24.892376600456224,34,trail,-3.064518590127263
full5y,v5,YINN,2024-01-02,2024-01-17,-26.9742832525411,10,trail,2.832127883109181
full5y,v5,YINN,2024-08-06,2024-10-09,97.67171273084114,45,signal,214.38541241680946
full5y,v5,YINN,2025-01-28,2025-02-25,38.25064305242771,19,signal,48.43181817609368
full5y,v5,YINN,2025-04-10,2025-10-13,75.14225258742859,127,signal,106.79328220366347
full5y,v5,YINN,2025-12-29,2026-02-27,-10.97577608363296,41,trail,18.583866943784866
full5y,v5,SNOW,2021-12-09,2022-01-06,-20.634647434082034,19,trail,0.3351324957770352
full5y,v5,SNOW,2022-01-25,2022-02-14,6.612483502114808,14,signal,13.019943244198174
full5y,v5,SNOW,2022-03-17,2022-04-19,-0.7935845204045111,22,trail,23.707690116686674
full5y,v5,SNOW,2022-05-27,2022-08-10,32.27609989487663,50,signal,33.58092577422396
full5y,v5,SNOW,2022-11-11,2023-01-05,-12.0011368775506,36,trail,11.490729796542198
full5y,v5,SNOW,2023-01-13,2023-02-06,14.444136202171842,15,signal,27.81765911778349
full5y,v5,SNOW,2023-09-01,2024-01-05,16.50919972702114,86,signal,27.280194787458868
full5y,v5,SNOW,2024-06-28,2024-08-06,-14.331088418973547,26,trail,7.090977914117302
full5y,v5,SNOW,2026-01-07,2026-02-04,-27.047831583052417,19,trail,-0.21367521367521292
full5y,v5,SNOW,2026-02-26,2026-04-10,-25.89098544678904,30,trail,2.4658113854987285
full5y,v5,SNOW,2026-04-14,2026-08-27,140.97731998297908,95,terminal,147.52751087958353
full5y,v5,TSLA,2022-02-25,2022-04-27,10.819385050147368,42,trail,41.5481363736643
full5y,v5,TSLA,2022-12-05,2022-12-21,-26.593404828411128,12,trail,-3.6898254872679614
full5y,v5,TSLA,2023-01-18,2023-02-13,42.08505862732797,18,signal,51.81605962995424
full5y,v5,TSLA,2024-04-30,2024-07-12,25.85765548340815,50,signal,40.79581547816411
full5y,v5,TSLA,2024-10-28,2024-12-19,67.02840620483397,37,signal,77.7259205005787
full5y,v5,TSLA,2025-03-13,2025-04-09,-9.627677945506463,19,trail,16.124615716878353
full5y,v5,TSLA,2026-02-12,2026-06-08,-8.078611631424515,79,signal,3.478968544127814
full5y,v5,MRNA,2022-01-11,2022-01-20,-22.72557501230831,6,trail,-1.3761064647573318
full5y,v5,MRNA,2022-02-16,2022-04-22,-3.1678067374243724,45,trail,26.4869309015193
full5y,v5,MRNA,2023-08-18,2023-10-17,-14.825943022421717,41,trail,10.122758325063375
full5y,v5,MRNA,2023-11-03,2024-02-12,19.35322949190672,67,trail,57.94227421730067
full5y,v5,MRNA,2024-11-19,2025-01-14,-9.80913675287911,36,trail,22.200792440946238
full5y,v5,MRNA,2025-02-18,2025-04-01,-13.335461051097441,30,trail,8.804840891339527
full5y,v5,MRNA,2025-04-29,2025-08-04,1.7986428200841953,66,signal,26.233380580114552
full5y,v5,MRNA,2025-11-13,2026-02-06,57.40207017947048,57,trail,98.65950869154867
full5y,v5,NVDA,2025-01-07,2025-02-04,-23.72333142580999,18,trail,-3.796640270125806
full5y,v5,NVDA,2025-04-08,2026-03-31,60.55824726413286,245,trail,99.466402539966
full5y,v5,NVDA,2026-04-08,2026-06-09,14.06175833620351,43,signal,27.772358681080988
full5y,v5,GOOGL,2022-02-02,2022-04-28,-23.185264576067965,59,trail,-2.148760330578514
full5y,v5,GOOGL,2024-03-15,2024-09-09,6.810615458117031,121,trail,34.1613983689693
full5y,v5,GOOGL,2024-09-18,2025-03-12,3.995375811745916,119,trail,29.100465466561865
full5y,v5,GOOGL,2026-03-12,2026-06-02,19.241631641253253,56,signal,31.223513951531935
full5y,v5,GOOGL,2026-08-04,2026-08-27,-7.672306384325056,18,terminal,2.5609669883546404
full5y,v5,AAOI,2022-01-25,2022-02-28,-14.528879830647135,23,trail,10.075563074715642
full5y,v5,AAOI,2023-01-13,2023-01-20,-1.91320485993266,4,signal,4.721035927736872
full5y,v5,AAOI,2023-03-29,2023-05-02,-0.1998999999999973,23,trail,26.37362011157598
full5y,v5,AAOI,2023-05-09,2023-06-22,164.7240065994533,30,signal,193.78530312430712
full5y,v5,AAOI,2024-04-17,2024-06-21,-25.39859610915135,45,trail,4.1528239334234
full5y,v5,AAOI,2024-07-11,2024-07-25,-5.003121316486691,10,trail,27.16577388474675
full5y,v5,AAOI,2024-08-20,2024-12-06,335.1005535215784,76,signal,412.5727357063207
full5y,v5,AAOI,2025-03-13,2025-03-28,3.7543327154057726,11,trail,31.7563624345935
full5y,v5,AAOI,2025-04-08,2025-04-17,-13.641687661864788,7,trail,14.96063297101613
full5y,v5,AAOI,2025-05-02,2025-06-02,0.19275887723202434,20,trail,33.04918633132685
full5y,v5,AAOI,2025-09-16,2025-11-05,3.2947802138015847,36,trail,25.31986621073543
full5y,v5,AAOI,2025-11-24,2025-12-15,61.521743619341265,14,signal,74.53147826488646
full5y,v5,AAOI,2026-07-31,2026-08-19,35.44300100700386,13,signal,54.73526648423699
full5y,s-cooldown40,TQQQ,2022-01-25,2022-02-22,-9.61779533821755,19,trail,19.113549955302723
full5y,s-cooldown40,TQQQ,2022-02-25,2022-03-15,-18.423402686815884,12,trail,4.920004571506165
full5y,s-cooldown40,TQQQ,2022-06-16,2022-08-18,61.74645842324886,43,signal,69.16050991105432
full5y,s-cooldown40,TQQQ,2022-10-14,2022-11-04,-8.84758457047602,15,trail,13.60199577168546
full5y,s-cooldown40,TQQQ,2023-01-12,2023-01-31,12.172843726286352,12,signal,19.51845176686615
full5y,s-cooldown40,TQQQ,2023-10-10,2023-10-27,-17.082673786856507,13,trail,3.499080772653551
full5y,s-cooldown40,TQQQ,2024-05-06,2024-07-22,28.498565677603448,52,signal,48.47578465194693
full5y,s-cooldown40,TQQQ,2024-08-06,2024-09-09,7.986179955415418,23,trail,32.69905581555563
full5y,s-cooldown40,TQQQ,2025-04-08,2025-04-22,-4.443444330368063,9,trail,15.906579767180485
full5y,s-cooldown40,TQQQ,2026-04-10,2026-06-10,44.928508277909906,42,signal,76.7017953318747
full5y,s-cooldown40,MSFT,2022-02-01,2022-06-14,-21.59643001259398,92,trail,1.6107728298095259
full5y,s-cooldown40,MSFT,2023-04-28,2025-04-04,19.536231482382703,485,trail,53.7975667048124
full5y,s-cooldown40,MSFT,2026-04-15,2026-06-10,-0.06198834990690516,39,signal,15.708539953183887
full5y,s-cooldown40,MSFT,2026-06-29,2026-08-27,33.52328016515871,43,terminal,34.05562849234271
full5y,s-cooldown40,NFLX,2022-12-02,2023-02-22,8.481864091411184,54,signal,18.509458235336695
full5y,s-cooldown40,NFLX,2023-03-27,2023-07-28,26.615563913745355,85,signal,45.80673885961111
full5y,s-cooldown40,NFLX,2023-10-25,2025-01-03,114.25523844028564,299,signal,125.12378143019514
full5y,s-cooldown40,NFLX,2025-03-25,2025-11-21,7.260260420213327,168,trail,36.90015467349741
full5y,s-cooldown40,NFLX,2026-02-26,2026-04-20,16.521418373581763,36,signal,29.555294313991777
full5y,s-cooldown40,NFLX,2026-07-20,2026-08-27,16.628215077769703,29,terminal,20.36007570878717
full5y,s-cooldown40,YINN,2021-09-23,2021-11-29,-4.459071666167269,46,trail,25.800192888264583
full5y,s-cooldown40,YINN,2021-12-31,2022-01-24,6.437643816955396,15,signal,18.052262622978677
full5y,s-cooldown40,YINN,2022-02-25,2022-03-08,-26.410032710845943,7,trail,3.318896567212981
full5y,s-cooldown40,YINN,2022-03-16,2022-04-12,7.8791593400682425,19,trail,34.52380952380953
full5y,s-cooldown40,YINN,2022-08-12,2022-09-07,-11.409216181607517,17,trail,11.929882951640703
full5y,s-cooldown40,YINN,2022-10-14,2022-10-25,-34.38185233852087,7,trail,-0.056149518145465205
full5y,s-cooldown40,YINN,2022-11-08,2022-12-08,68.81192274062582,21,signal,67.05140981683448
full5y,s-cooldown40,YINN,2023-01-04,2023-02-07,1.6724582841518787,23,signal,29.20353982300885
full5y,s-cooldown40,YINN,2023-06-14,2023-06-21,-7.5571202234804735,4,signal,10.657007108499927
full5y,s-cooldown40,YINN,2023-10-12,2023-11-30,-24.892376600456224,34,trail,-3.064518590127263
full5y,s-cooldown40,YINN,2024-01-02,2024-01-17,-26.9742832525411,10,trail,2.832127883109181
full5y,s-cooldown40,YINN,2024-08-06,2024-10-09,97.67171273084114,45,signal,214.38541241680946
full5y,s-cooldown40,YINN,2025-01-28,2025-02-25,38.25064305242771,19,signal,48.43181817609368
full5y,s-cooldown40,YINN,2025-04-10,2025-10-13,75.14225258742859,127,signal,106.79328220366347
full5y,s-cooldown40,YINN,2025-12-29,2026-02-27,-10.97577608363296,41,trail,18.583866943784866
full5y,s-cooldown40,SNOW,2021-12-09,2022-01-06,-20.634647434082034,19,trail,0.3351324957770352
full5y,s-cooldown40,SNOW,2022-01-25,2022-02-14,6.612483502114808,14,signal,13.019943244198174
full5y,s-cooldown40,SNOW,2022-03-17,2022-04-19,-0.7935845204045111,22,trail,23.707690116686674
full5y,s-cooldown40,SNOW,2022-05-27,2022-08-10,32.27609989487663,50,signal,33.58092577422396
full5y,s-cooldown40,SNOW,2022-11-11,2023-01-05,-12.0011368775506,36,trail,11.490729796542198
