scope,clock,group_by,group,cohort_episodes,events,without_clock,complete,incomplete,symbols,wins,interference,win_rate_pct,interference_rate_pct,mean_ret20_pct,median_ret20_pct,mean_mfe20_pct,mean_mae20_pct,recovered_episodes,uncovered_recoveries,right_censored,median_recovery_bars
all,recovery,expiry_state,flat_native_buy,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
all,recovery,expiry_state,flat_uncovered,22,13,9,11,2,9,5,4,45.45454545454545,36.36363636363637,13.998492663410765,-4.4518593724714,25.4786255223683,-11.315079791264456,13,12,9,3.0
all,recovery,recovery_state,unobserved,12,0,12,0,0,6,0,0,,,,,,,0,0,12,
all,recovery,recovery_state,held,17,17,0,16,1,9,7,6,43.75,37.5,5.400600631935188,-0.4543178988793306,21.692480100469762,-15.227533082650755,17,0,0,6.0
all,recovery,recovery_state,flat_native_buy,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
all,recovery,recovery_state,flat_uncovered,14,14,0,13,1,10,6,5,46.15384615384615,38.46153846153847,12.952696573285595,-4.4518593724714,24.201778153640195,-11.133683011146681,14,14,0,3.0
all,recovery,failure,high,12,10,2,9,1,8,4,2,44.44444444444444,22.22222222222222,17.655816681099274,-4.4518593724714,27.097225298489185,-8.289825191735009,10,6,2,2.0
all,recovery,failure,mid,1,1,0,1,0,1,0,0,0.0,0.0,-5.389455984545766,-5.389455984545766,9.748235379849902,-7.718330193836442,1,1,0,1.0
all,recovery,failure,both,30,20,10,19,1,9,9,9,47.368421052631575,47.368421052631575,5.330619548333053,-0.20725072356704288,21.477870238872956,-16.10798166041407,20,7,10,8.5
all,recovery,component,B_BASE_BULL,7,5,2,5,0,6,3,0,60.0,0.0,33.4179505403507,7.116095453864624,40.99971869842795,-6.993394308262532,5,4,2,1.0
all,recovery,component,B_STAGE_COMPONENT,7,5,2,4,1,6,1,1,25.0,25.0,0.8499747467956031,-6.057050417217885,10.95532739477149,-7.84860336784615,5,3,2,3.0
all,recovery,component,B_BEAR_RECOVER,8,5,3,4,1,6,2,2,50.0,50.0,-0.5034693089270821,3.4918687858096256,13.755584070272924,-15.395853662290424,5,2,3,16.0
all,recovery,component,B_CRASH_RECOVER,22,17,5,16,1,7,7,8,43.75,50.0,5.3949306944030075,-0.4543178988793306,22.366284890782584,-16.27710055034125,17,5,5,6.0
all,recovery,component,multiple,1,1,0,0,1,1,0,0,,,,,,,1,0,0,28.0
all,recovery,component,none,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,setup,all,all,22,22,0,21,1,9,6,14,28.57142857142857,66.66666666666666,-6.5172751001290425,-6.966791150773577,7.485274187224331,-18.88364089597814,13,12,9,3.0
eligible,setup,symbol,TQQQ,1,1,0,0,1,1,0,0,,,,,,,1,1,0,2.0
eligible,setup,symbol,MSFT,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,setup,symbol,NFLX,5,5,0,5,0,1,0,5,0.0,100.0,-15.036666815262496,-10.79083686768747,4.37853552597927,-18.89096879386731,3,2,2,3.0
eligible,setup,symbol,YINN,3,3,0,3,0,1,1,2,33.33333333333333,66.66666666666666,-17.83432792397444,-3.463312534719265,4.694275002580217,-34.73270392511452,2,2,1,17.0
eligible,setup,symbol,SNOW,3,3,0,3,0,1,1,2,33.33333333333333,66.66666666666666,1.4151932399077125,-4.355017676932393,8.222189023897537,-13.796777871864853,1,1,2,5.0
eligible,setup,symbol,TSLA,2,2,0,2,0,1,1,1,50.0,50.0,3.4145937179803076,3.4145937179803076,8.657710385052809,-13.402358352772925,1,1,1,1.0
eligible,setup,symbol,MRNA,3,3,0,3,0,1,1,2,33.33333333333333,66.66666666666666,-10.331561988516436,-13.61089814324229,4.4233197664668085,-20.497402713121144,1,1,2,2.0
eligible,setup,symbol,NVDA,1,1,0,1,0,1,1,0,100.0,0.0,17.096318477968996,17.096318477968996,18.81027368919137,-3.979398148764457,1,1,0,1.0
eligible,setup,symbol,GOOGL,1,1,0,1,0,1,0,0,0.0,0.0,-0.6895127012850333,-0.6895127012850333,2.6044201531805644,-2.6567607701941998,1,1,0,2.0
eligible,setup,symbol,AAOI,3,3,0,3,0,1,1,2,33.33333333333333,66.66666666666666,-1.5544487404308367,-12.698413299114586,14.849538103501112,-20.5266952304661,2,2,1,34.5
eligible,setup,source_trusted,false,12,12,0,12,0,4,2,9,16.666666666666664,75.0,-13.364209709589177,-10.244857110843858,4.320823507518166,-21.900160387853145,7,6,5,3.0
eligible,setup,source_trusted,true,10,10,0,9,1,5,4,5,44.44444444444444,55.55555555555556,2.6119710458178043,-4.096931190470188,11.704541760165881,-14.861614906811461,6,6,4,2.5
eligible,setup,right_censored,false,13,13,0,12,1,9,6,5,50.0,41.66666666666667,2.0180838123439044,0.6037374717043464,11.234698753210376,-13.00865149223069,13,12,0,3.0
eligible,setup,right_censored,true,9,9,0,9,0,6,0,9,0.0,100.0,-17.897753650092973,-12.698413299114586,2.4860414325762696,-26.716960100974735,0,0,9,
eligible,setup,setup_before_window,false,22,22,0,21,1,9,6,14,28.57142857142857,66.66666666666666,-6.5172751001290425,-6.966791150773577,7.485274187224331,-18.88364089597814,13,12,9,3.0
eligible,setup,setup_before_window,true,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,setup,expiry_state,held,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,setup,expiry_state,flat_native_buy,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,setup,expiry_state,flat_uncovered,22,22,0,21,1,9,6,14,28.57142857142857,66.66666666666666,-6.5172751001290425,-6.966791150773577,7.485274187224331,-18.88364089597814,13,12,9,3.0
eligible,setup,recovery_state,unobserved,9,9,0,9,0,6,0,9,0.0,100.0,-17.897753650092973,-12.698413299114586,2.4860414325762696,-26.716960100974735,0,0,9,
eligible,setup,recovery_state,held,1,1,0,1,0,1,0,1,0.0,100.0,-6.966791150773577,-6.966791150773577,1.4400630305957618,-15.56824041896342,1,0,0,28.0
eligible,setup,recovery_state,flat_native_buy,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,setup,recovery_state,flat_uncovered,12,12,0,11,1,9,6,4,54.54545454545454,36.36363636363637,2.834890627172766,1.8969876446937262,12.125120182538978,-12.775961589800442,12,12,0,2.5
eligible,setup,failure,high,7,7,0,6,1,6,3,2,50.0,33.33333333333333,-0.29909363855504384,0.6282984231721245,12.820238170757184,-13.19128302532228,6,6,1,2.0
eligible,setup,failure,mid,1,1,0,1,0,1,1,0,100.0,0.0,10.926118626430803,10.926118626430803,16.120712169127206,-5.0239364512877245,1,1,0,1.0
eligible,setup,failure,both,14,14,0,14,0,6,2,12,14.285714285714285,85.71428571428571,-10.42816670698646,-9.769656403544003,4.582044052717187,-22.31320172945139,6,5,8,17.0
eligible,setup,component,B_BASE_BULL,5,5,0,5,0,5,3,1,60.0,20.0,8.729700428845234,10.926118626430803,16.147183998721477,-8.112485815178726,4,4,1,1.5
eligible,setup,component,B_STAGE_COMPONENT,5,5,0,4,1,4,1,3,25.0,75.0,-10.36833891083542,-11.654887748621267,7.175334118126031,-19.930376572370967,3,3,2,2.0
eligible,setup,component,B_BEAR_RECOVER,3,3,0,3,0,3,1,2,33.33333333333333,66.66666666666666,-3.0555782321833465,-4.096931190470188,4.462849066503732,-21.746154870052624,2,1,1,22.0
eligible,setup,component,B_CRASH_RECOVER,10,10,0,10,0,5,1,9,10.0,90.0,-13.683798005781792,-11.502506044691724,3.5805017296683994,-22.660229925896893,5,4,5,18.0
eligible,setup,component,multiple,1,1,0,1,0,1,0,1,0.0,100.0,-6.966791150773577,-6.966791150773577,1.4400630305957618,-15.56824041896342,1,0,0,28.0
eligible,setup,component,none,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,expiry,all,all,22,22,0,21,1,9,10,9,47.61904761904761,42.857142857142854,8.009589110945246,-1.6742321222109502,20.989345511878632,-12.80223472498353,13,12,9,3.0
eligible,expiry,symbol,TQQQ,1,1,0,0,1,1,0,0,,,,,,,1,1,0,2.0
eligible,expiry,symbol,MSFT,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,expiry,symbol,NFLX,5,5,0,5,0,1,1,4,20.0,80.0,-14.349384934116728,-12.724066906124287,4.607805619777854,-18.89104793893878,3,2,2,3.0
eligible,expiry,symbol,YINN,3,3,0,3,0,1,2,1,66.66666666666666,33.33333333333333,18.916403788217078,15.174852223315582,29.429562265853395,-19.80166498967594,2,2,1,17.0
eligible,expiry,symbol,SNOW,3,3,0,3,0,1,1,2,33.33333333333333,66.66666666666666,4.251987585667313,-1.6742321222109502,12.462527645505084,-10.477510511446368,1,1,2,5.0
eligible,expiry,symbol,TSLA,2,2,0,2,0,1,2,0,100.0,0.0,4.3932302897745075,4.3932302897745075,17.276200764805857,-9.124094549459283,1,1,1,1.0
eligible,expiry,symbol,MRNA,3,3,0,3,0,1,1,2,33.33333333333333,66.66666666666666,-6.342547253494158,-3.6102278058956494,6.602516988514491,-12.304278880820327,1,1,2,2.0
eligible,expiry,symbol,NVDA,1,1,0,1,0,1,1,0,100.0,0.0,17.442766544443057,17.442766544443057,18.326281841728775,-4.37055277741234,1,1,0,1.0
eligible,expiry,symbol,GOOGL,1,1,0,1,0,1,0,0,0.0,0.0,-2.8265130158823704,-2.8265130158823704,2.611400949870002,-4.6967050548172296,1,1,0,2.0
eligible,expiry,symbol,AAOI,3,3,0,3,0,1,2,0,66.66666666666666,0.0,55.35601651038446,8.44444698757596,72.25444087657755,-6.441959817661394,2,2,1,34.5
eligible,expiry,source_trusted,false,12,12,0,12,0,4,4,7,33.33333333333333,58.333333333333336,-3.0709890068581025,-5.898587409757155,11.145555567655244,-16.28914803008333,7,6,5,3.0
eligible,expiry,source_trusted,true,10,10,0,9,1,5,6,2,66.66666666666666,22.22222222222222,22.783693268016375,6.4643911505883,34.11439877084316,-8.153016984850465,6,6,4,2.5
eligible,expiry,right_censored,false,13,13,0,12,1,9,9,2,75.0,16.666666666666664,22.724724576119346,7.329792103814903,31.861410617560733,-7.119881968431836,13,12,0,3.0
eligible,expiry,right_censored,true,9,9,0,9,0,6,1,7,11.11111111111111,77.77777777777779,-11.610591509286891,-10.464003906249996,6.493258704302507,-20.378705067052454,0,0,9,
eligible,expiry,setup_before_window,false,22,22,0,21,1,9,10,9,47.61904761904761,42.857142857142854,8.009589110945246,-1.6742321222109502,20.989345511878632,-12.80223472498353,13,12,9,3.0
eligible,expiry,setup_before_window,true,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,expiry,expiry_state,held,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,expiry,expiry_state,flat_native_buy,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,expiry,expiry_state,flat_uncovered,22,22,0,21,1,9,10,9,47.61904761904761,42.857142857142854,8.009589110945246,-1.6742321222109502,20.989345511878632,-12.80223472498353,13,12,9,3.0
eligible,expiry,recovery_state,unobserved,9,9,0,9,0,6,1,7,11.11111111111111,77.77777777777779,-11.610591509286891,-10.464003906249996,6.493258704302507,-20.378705067052454,0,0,9,
eligible,expiry,recovery_state,held,1,1,0,1,0,1,1,0,100.0,0.0,0.32476029609482815,0.32476029609482815,2.0974227203777396,-11.935046701907792,1,0,0,28.0
eligible,expiry,recovery_state,flat_native_buy,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,expiry,recovery_state,flat_uncovered,12,12,0,11,1,9,8,2,72.72727272727273,18.181818181818183,24.761084965212486,8.44444698757596,34.56722769912282,-6.682139719934022,12,12,0,2.5
eligible,expiry,failure,high,7,7,0,6,1,6,3,2,50.0,33.33333333333333,22.217776673383685,1.6943121020857377,38.20784080224687,-11.93055553768405,6,6,1,2.0
eligible,expiry,failure,mid,1,1,0,1,0,1,1,0,100.0,0.0,2.3220694289607158,2.3220694289607158,16.93352705390698,-0.3395077342514652,1,1,0,1.0
eligible,expiry,failure,both,14,14,0,14,0,6,6,7,42.857142857142854,50.0,2.3266172757562376,-2.6422299640533,13.89969170586165,-14.066006304592738,6,5,8,17.0
eligible,expiry,component,B_BASE_BULL,5,5,0,5,0,5,3,1,60.0,20.0,33.732970039311155,2.3220694289607158,45.955116300606875,-5.007970648113975,4,4,1,1.5
eligible,expiry,component,B_STAGE_COMPONENT,5,5,0,4,1,4,1,3,25.0,75.0,-7.107822718507385,-8.167147356009968,8.516869788287096,-19.243716583300646,3,3,2,2.0
eligible,expiry,component,B_BEAR_RECOVER,3,3,0,3,0,3,3,0,100.0,0.0,22.071536888183132,6.4643911505883,26.981001431266815,-13.571097675475068,2,1,1,22.0
eligible,expiry,component,B_CRASH_RECOVER,10,10,0,10,0,5,4,5,40.0,50.0,-3.792203836113063,-3.1205803619589414,9.808761351984588,-13.805396332636429,5,4,5,18.0
eligible,expiry,component,multiple,1,1,0,1,0,1,1,0,100.0,0.0,0.32476029609482815,0.32476029609482815,2.0974227203777396,-11.935046701907792,1,0,0,28.0
eligible,expiry,component,none,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,recovery,all,all,22,13,9,11,2,9,5,4,45.45454545454545,36.36363636363637,13.998492663410765,-4.4518593724714,25.4786255223683,-11.315079791264456,13,12,9,3.0
eligible,recovery,symbol,TQQQ,1,1,0,0,1,1,0,0,,,,,,,1,1,0,2.0
eligible,recovery,symbol,MSFT,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,recovery,symbol,NFLX,5,3,2,2,1,1,1,1,50.0,50.0,-5.4529966650391675,-5.4529966650391675,7.318487570652888,-13.629417845822257,3,2,2,3.0
eligible,recovery,symbol,YINN,3,2,1,2,0,1,1,1,50.0,50.0,1.6955644684964684,1.6955644684964684,14.760541386873227,-10.810004729574036,2,2,1,17.0
eligible,recovery,symbol,SNOW,3,1,2,1,0,1,1,0,100.0,0.0,28.757914287960418,28.757914287960418,29.27756403977302,-2.1704708400001937,1,1,2,5.0
eligible,recovery,symbol,TSLA,2,1,1,1,0,1,0,0,0.0,0.0,-5.389455984545766,-5.389455984545766,9.748235379849902,-7.718330193836442,1,1,1,1.0
eligible,recovery,symbol,MRNA,3,1,2,1,0,1,0,1,0.0,100.0,-11.848678231924604,-11.848678231924604,5.103498507543969,-12.883656500267183,1,1,2,2.0
eligible,recovery,symbol,NVDA,1,1,0,1,0,1,1,0,100.0,0.0,16.2852640405438,16.2852640405438,16.523884758439934,-6.65613954337897,1,1,0,1.0
eligible,recovery,symbol,GOOGL,1,1,0,1,0,1,0,0,0.0,0.0,-4.4518593724714,-4.4518593724714,0.7618955668392102,-6.457535957834926,1,1,0,2.0
eligible,recovery,symbol,AAOI,3,2,1,2,0,1,1,1,50.0,50.0,69.07254947552069,69.07254947552069,87.34587228927653,-19.85044975889936,2,2,1,34.5
eligible,recovery,source_trusted,false,12,7,5,6,1,4,2,3,33.33333333333333,50.0,-3.9692336662469003,-8.150268802198003,8.337241998239234,-11.370006268149114,7,6,5,3.0
eligible,recovery,source_trusted,true,10,6,4,5,1,5,3,1,60.0,20.0,35.55976425899996,16.2852640405438,46.04828575132318,-11.249168019002864,6,6,4,2.5
eligible,recovery,right_censored,false,13,13,0,11,2,9,5,4,45.45454545454545,36.36363636363637,13.998492663410765,-4.4518593724714,25.4786255223683,-11.315079791264456,13,12,0,3.0
eligible,recovery,right_censored,true,9,0,9,0,0,6,0,0,,,,,,,0,0,9,
eligible,recovery,setup_before_window,false,22,13,9,11,2,9,5,4,45.45454545454545,36.36363636363637,13.998492663410765,-4.4518593724714,25.4786255223683,-11.315079791264456,13,12,9,3.0
eligible,recovery,setup_before_window,true,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,recovery,expiry_state,held,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,recovery,expiry_state,flat_native_buy,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,recovery,expiry_state,flat_uncovered,22,13,9,11,2,9,5,4,45.45454545454545,36.36363636363637,13.998492663410765,-4.4518593724714,25.4786255223683,-11.315079791264456,13,12,9,3.0
eligible,recovery,recovery_state,unobserved,9,0,9,0,0,6,0,0,,,,,,,0,0,9,
eligible,recovery,recovery_state,held,1,1,0,0,1,1,0,0,,,,,,,1,0,0,28.0
eligible,recovery,recovery_state,flat_native_buy,0,0,0,0,0,0,0,0,,,,,,,0,0,0,
eligible,recovery,recovery_state,flat_uncovered,12,12,0,11,1,9,5,4,45.45454545454545,36.36363636363637,13.998492663410765,-4.4518593724714,25.4786255223683,-11.315079791264456,12,12,0,2.5
eligible,recovery,failure,high,7,6,1,5,1,6,2,2,40.0,40.0,28.05410410683357,-4.4518593724714,38.77459259800601,-10.964760153804233,6,6,1,2.0
