rule,symbol,entry_date,exit_date,return_pct,hold_days,exit_reason,peak_close_pct,joint_pressure_enabled,joint_pressure_intraday_factor,joint_pressure_overnight_factor,joint_pressure_ever_net_positive,joint_pressure_first_profit_date,joint_pressure_trigger_date,entry_origin,entry_stop_pct,entry_limit,use_extra_exit,entry_signal_date,entry_b,entry_jf
v5,AAOI,2022-01-25,2022-02-28,-14.528879830647135,23,trail,10.075563074715642,False,,,False,,,v5,,,False,2022-01-24,False,True
v5,AAOI,2023-01-13,2023-01-20,-1.91320485993266,4,signal,4.721035927736872,False,,,False,,,v5,,,False,2023-01-12,True,False
v5,AAOI,2023-03-29,2023-05-02,-0.1998999999999973,23,trail,26.37362011157598,False,,,False,,,v5,,,False,2023-03-28,False,True
v5,AAOI,2023-05-09,2023-06-22,164.7240065994533,30,signal,193.78530312430712,False,,,False,,,v5,,,False,2023-05-08,False,True
v5,AAOI,2024-04-17,2024-06-21,-25.39859610915135,45,trail,4.1528239334234,False,,,False,,,v5,,,False,2024-04-16,False,True
v5,AAOI,2024-07-11,2024-07-25,-5.003121316486691,10,trail,27.16577388474675,False,,,False,,,v5,,,False,2024-07-10,True,False
v5,AAOI,2024-08-20,2024-08-26,11.76681414720866,5,terminal,13.03841519981419,False,,,False,,,v5,,,False,2024-08-19,True,False
JF-joint-pressure,TQQQ,2022-01-25,2022-02-22,-9.61779533821755,19,trail,19.113549955302723,True,0.8693569411406429,1.0714659029485143,True,2022-01-28,,v5,,,False,2022-01-24,False,True
JF-joint-pressure,TQQQ,2022-02-25,2022-03-07,-4.092102586594992,6,joint_pressure,4.920004571506165,True,0.9840098341232785,0.9774293790486458,True,2022-02-25,2022-03-04,v5,,,False,2022-02-24,False,True
JF-joint-pressure,TQQQ,2022-06-16,2022-08-18,61.74645842324884,43,signal,69.16050991105432,True,1.5974431182583069,1.0156508072964776,True,2022-06-21,,v5,,,False,2022-06-15,False,True
JF-joint-pressure,TQQQ,2022-10-14,2022-11-04,-8.84758457047602,15,trail,13.60199577168546,True,0.8508201840954018,1.0154667820773717,True,2022-10-21,,v5,,,False,2022-10-13,False,True
JF-joint-pressure,TQQQ,2023-01-12,2023-01-31,12.172843726286352,12,signal,19.51845176686615,False,,,False,,,v5,,,False,2023-01-11,True,False
JF-joint-pressure,TQQQ,2023-10-10,2023-10-27,-17.082673786856507,13,trail,3.499080772653551,False,,,False,,,v5,,,False,2023-10-09,True,False
JF-joint-pressure,TQQQ,2024-05-06,2024-07-22,28.498565677603473,52,signal,48.47578465194693,False,,,False,,,v5,,,False,2024-05-03,True,False
JF-joint-pressure,TQQQ,2024-08-06,2024-08-26,26.220476059691066,15,terminal,32.69905581555563,True,1.055612244151805,1.198103724918186,True,2024-08-06,,v5,,,False,2024-08-05,False,True
JF-joint-pressure,MSFT,2022-02-01,2022-06-14,-21.59643001259398,92,trail,1.6107728298095259,False,,,False,,,v5,,,False,2022-01-31,True,False
JF-joint-pressure,MSFT,2023-04-28,2024-08-26,35.74007778955608,334,terminal,53.7975667048124,False,,,False,,,v5,,,False,2023-04-27,True,False
JF-joint-pressure,NFLX,2022-12-02,2023-02-22,8.481864091411184,54,signal,18.509458235336695,False,,,False,,,v5,,,False,2022-12-01,True,False
JF-joint-pressure,NFLX,2023-03-27,2023-07-28,26.615563913745355,85,signal,45.80673885961111,False,,,False,,,v5,,,False,2023-03-24,True,False
JF-joint-pressure,NFLX,2023-10-25,2024-08-26,65.15162887570418,210,terminal,67.91018287200794,False,,,False,,,v5,,,False,2023-10-24,True,False
JF-joint-pressure,YINN,2021-09-23,2021-09-27,-4.5558695116070025,2,joint_pressure,0.7759486552840533,True,0.9904369818626019,0.9518768053265656,True,2021-09-23,2021-09-24,v5,,,False,2021-09-22,False,True
JF-joint-pressure,YINN,2021-10-11,2021-11-29,-14.046512246170339,34,trail,13.176264114463287,False,,,False,,,v5,,,False,2021-10-08,True,False
JF-joint-pressure,YINN,2021-12-31,2022-01-24,6.437643816955396,15,signal,18.052262622978677,True,0.9597018383133277,1.1595545230699034,True,2022-01-11,,v5,,,False,2021-12-30,False,True
JF-joint-pressure,YINN,2022-02-25,2022-03-04,-14.025024765272276,5,joint_pressure,3.318896567212981,True,0.9697289344815628,0.933004929271209,True,2022-02-25,2022-03-03,v5,,,False,2022-02-24,False,True
JF-joint-pressure,YINN,2022-03-16,2022-04-12,7.879159340068265,19,trail,34.52380952380953,True,1.1816516863768896,0.8805269950840267,True,2022-03-16,,v5,,,False,2022-03-15,False,True
JF-joint-pressure,YINN,2022-08-12,2022-08-31,5.172524352232322,13,joint_pressure,11.929882951640703,True,0.9962588698222176,0.978840397883465,True,2022-08-12,2022-08-30,v5,,,False,2022-08-11,False,True
JF-joint-pressure,YINN,2022-10-14,2022-10-25,-34.38185233852087,7,trail,-0.056149518145465205,True,0.8362389045158357,0.738245747995975,False,,,v5,,,False,2022-10-13,False,True
JF-joint-pressure,YINN,2022-11-08,2022-12-08,68.81192274062577,21,signal,67.05140981683448,False,,,False,,,v5,,,False,2022-11-07,True,False
JF-joint-pressure,YINN,2023-01-04,2023-02-07,1.6724582841518565,23,trail,29.20353982300885,False,,,False,,,v5,,,False,2023-01-03,True,False
JF-joint-pressure,YINN,2023-06-14,2023-06-21,-7.5571202234804735,4,signal,10.657007108499927,False,,,False,,,v5,,,False,2023-06-13,True,False
JF-joint-pressure,YINN,2023-10-12,2023-11-30,-24.892376600456245,34,trail,-3.064518590127263,False,,,False,,,v5,,,False,2023-10-11,True,False
JF-joint-pressure,YINN,2024-01-02,2024-01-17,-26.97428325254111,10,trail,2.832127883109181,False,,,False,,,v5,,,False,2023-12-29,True,False
JF-joint-pressure,YINN,2024-08-06,2024-08-26,18.97800480303782,15,terminal,24.476659037613068,True,1.037438103065265,1.1491415041622592,True,2024-08-06,,v5,,,False,2024-08-05,False,True
JF-joint-pressure,SNOW,2021-12-09,2022-01-06,-20.634647434082034,19,trail,0.3351324957770352,False,,,False,,,v5,,,False,2021-12-08,True,False
JF-joint-pressure,SNOW,2022-01-25,2022-02-14,6.612483502114808,14,signal,13.019943244198174,True,0.9445400718243967,1.1295615739308589,True,2022-01-31,,v5,,,False,2022-01-24,False,True
JF-joint-pressure,SNOW,2022-03-17,2022-04-19,-0.7935845204045111,22,trail,23.707690116686674,True,1.0486960379530215,0.9408020491916591,True,2022-03-17,,v5,,,False,2022-03-16,False,True
JF-joint-pressure,SNOW,2022-05-27,2022-06-13,-10.66369742386547,10,joint_pressure,8.08444397492285,True,0.9840945657083127,0.9726240080992222,True,2022-05-27,2022-06-10,v5,,,False,2022-05-26,False,True
JF-joint-pressure,SNOW,2022-11-11,2022-11-22,-3.010694476409914,7,joint_pressure,11.490729796542198,True,0.9767807242976169,0.9853728236849513,True,2022-11-11,2022-11-21,v5,,,False,2022-11-10,False,True
JF-joint-pressure,SNOW,2023-01-13,2023-02-06,14.44413620217182,15,signal,27.81765911778349,False,,,False,,,v5,,,False,2023-01-12,True,False
JF-joint-pressure,SNOW,2023-09-01,2024-01-05,16.50919972702114,86,signal,27.280194787458868,False,,,False,,,v5,,,False,2023-08-31,True,False
JF-joint-pressure,SNOW,2024-06-28,2024-08-06,-14.331088418973547,26,trail,7.090977914117302,False,,,False,,,v5,,,False,2024-06-27,True,False
JF-joint-pressure,TSLA,2022-02-25,2022-04-27,10.819385050147368,42,trail,41.5481363736643,True,0.9661617029741569,1.1209609551182147,True,2022-02-28,,v5,,,False,2022-02-24,False,True
JF-joint-pressure,TSLA,2022-12-05,2022-12-21,-26.593404828411128,12,trail,-3.6898254872679614,False,,,False,,,v5,,,False,2022-12-02,True,False
JF-joint-pressure,TSLA,2023-01-18,2023-02-13,42.08505862732797,18,signal,51.81605962995424,False,,,False,,,v5,,,False,2023-01-17,True,False
JF-joint-pressure,TSLA,2024-04-30,2024-07-12,25.85765548340815,50,signal,40.79581547816411,False,,,False,,,v5,,,False,2024-04-29,True,False
JF-joint-pressure,MRNA,2022-01-11,2022-01-20,-22.72557501230831,6,trail,-1.3761064647573318,True,0.8310109924035106,0.9268484753955064,False,,,v5,,,False,2022-01-10,False,True
JF-joint-pressure,MRNA,2022-02-16,2022-02-22,-3.8235865912947475,3,joint_pressure,2.8383705324471986,True,0.989799486524533,0.9974390587195144,True,2022-02-16,2022-02-18,v5,,,False,2022-02-15,False,True
JF-joint-pressure,MRNA,2023-08-18,2023-10-17,-14.825943022421717,41,trail,10.122758325063375,True,0.8436884157350114,1.029026261734484,True,2023-08-21,,v5,,,False,2023-08-17,False,True
JF-joint-pressure,MRNA,2023-11-03,2024-02-12,19.35322949190672,67,trail,57.94227421730067,True,1.0737113274171477,1.113821671009778,True,2023-11-03,,v5,,,False,2023-11-02,False,True
JF-joint-pressure,GOOGL,2022-02-02,2022-04-28,-23.185264576067965,59,trail,-2.148760330578514,False,,,False,,,v5,,,False,2022-02-01,True,False
JF-joint-pressure,GOOGL,2024-03-15,2024-08-26,16.370420922658813,113,terminal,34.1613983689693,False,,,False,,,v5,,,False,2024-03-14,True,False
JF-joint-pressure,AAOI,2022-01-25,2022-02-15,-7.238697214940704,15,joint_pressure,3.778333900953723,True,0.9174119759618948,0.9994164215729007,True,2022-01-31,2022-02-14,v5,,,False,2022-01-24,False,True
JF-joint-pressure,AAOI,2023-01-13,2023-01-20,-1.91320485993266,4,signal,4.721035927736872,False,,,False,,,v5,,,False,2023-01-12,True,False
JF-joint-pressure,AAOI,2023-03-29,2023-05-02,-0.1998999999999973,23,trail,26.37362011157598,True,1.0419736652271532,0.959717153486789,True,2023-03-29,,v5,,,False,2023-03-28,False,True
JF-joint-pressure,AAOI,2023-05-09,2023-06-22,164.72400659945333,30,signal,193.78530312430712,True,1.8121944385491553,1.2984850291902161,True,2023-05-09,,v5,,,False,2023-05-08,False,True
JF-joint-pressure,AAOI,2024-04-17,2024-04-23,-7.577152786134988,4,joint_pressure,0.6644511956771071,True,0.935477837496012,0.9881779984863063,True,2024-04-19,2024-04-22,v5,,,False,2024-04-16,False,True
JF-joint-pressure,AAOI,2024-07-11,2024-07-25,-5.003121316486658,10,trail,27.16577388474675,False,,,False,,,v5,,,False,2024-07-10,True,False
JF-joint-pressure,AAOI,2024-08-20,2024-08-26,11.76681414720866,5,terminal,13.03841519981419,False,,,False,,,v5,,,False,2024-08-19,True,False
