rule,symbol,entry_date,exit_date,return_pct,hold_days,exit_reason,peak_close_pct,entry_origin,entry_stop_pct,entry_limit,use_extra_exit,entry_floor_price,entry_signal_date,entry_b,entry_jf,entry_floor_confirm_bars
JF-base-low-confirm2,NFLX,2022-12-02,2023-02-22,8.481864091411184,54,signal,18.509458235336695,v5,,,False,,2022-12-01,True,False,2
JF-base-low-confirm2,NFLX,2023-03-27,2023-07-28,26.615563913745355,85,signal,45.80673885961111,v5,,,False,,2023-03-24,True,False,2
JF-base-low-confirm2,NFLX,2023-10-25,2024-08-26,65.15162887570418,210,terminal,67.91018287200794,v5,,,False,,2023-10-24,True,False,2
JF-base-low-confirm2,YINN,2021-09-23,2021-11-29,-4.459071666167269,46,trail,25.800192888264583,v5,,,False,188.6000061035156,2021-09-22,False,True,2
JF-base-low-confirm2,YINN,2021-12-31,2022-01-24,6.437643816955396,15,signal,18.052262622978677,v5,,,False,151.60000610351562,2021-12-30,False,True,2
JF-base-low-confirm2,YINN,2022-02-25,2022-03-07,-21.9456672736145,6,entry_floor,3.318896567212981,v5,,,False,126.1999969482422,2022-02-24,False,True,2
JF-base-low-confirm2,YINN,2022-03-16,2022-04-12,7.8791593400682425,19,trail,34.52380952380953,v5,,,False,56.0,2022-03-15,False,True,2
JF-base-low-confirm2,YINN,2022-08-12,2022-09-07,-11.40921618160754,17,entry_floor,11.929882951640703,v5,,,False,60.84000015258789,2022-08-11,False,True,2
JF-base-low-confirm2,YINN,2022-10-14,2022-10-21,-15.721867198073692,5,entry_floor,-0.056149518145465205,v5,,,False,31.1299991607666,2022-10-13,False,True,2
JF-base-low-confirm2,YINN,2022-11-08,2022-12-08,68.8119227406258,21,signal,67.05140981683448,v5,,,False,,2022-11-07,True,False,2
JF-base-low-confirm2,YINN,2023-01-04,2023-02-07,1.6724582841518565,23,trail,29.20353982300885,v5,,,False,,2023-01-03,True,False,2
JF-base-low-confirm2,YINN,2023-06-14,2023-06-21,-7.557120223480462,4,signal,10.657007108499927,v5,,,False,,2023-06-13,True,False,2
JF-base-low-confirm2,YINN,2023-10-12,2023-11-30,-24.892376600456245,34,trail,-3.064518590127263,v5,,,False,,2023-10-11,True,False,2
JF-base-low-confirm2,YINN,2024-01-02,2024-01-17,-26.9742832525411,10,trail,2.832127883109181,v5,,,False,,2023-12-29,True,False,2
JF-base-low-confirm2,YINN,2024-08-06,2024-08-26,18.97800480303784,15,terminal,24.476659037613068,v5,,,False,18.489999771118164,2024-08-05,False,True,2
JF-base-low-confirm2,SNOW,2021-12-09,2022-01-06,-20.634647434082034,19,trail,0.3351324957770352,v5,,,False,,2021-12-08,True,False,2
JF-base-low-confirm2,SNOW,2022-01-25,2022-02-14,6.612483502114808,14,signal,13.019943244198174,v5,,,False,245.1999969482422,2022-01-24,False,True,2
JF-base-low-confirm2,SNOW,2022-03-17,2022-04-19,-0.7935845204045111,22,trail,23.707690116686674,v5,,,False,164.2899932861328,2022-03-16,False,True,2
JF-base-low-confirm2,SNOW,2022-05-27,2022-08-10,32.27609989487663,50,signal,33.58092577422396,v5,,,False,112.0999984741211,2022-05-26,False,True,2
JF-base-low-confirm2,SNOW,2022-11-11,2023-01-05,-12.0011368775506,36,trail,11.490729796542198,v5,,,False,122.7699966430664,2022-11-10,False,True,2
JF-base-low-confirm2,SNOW,2023-01-13,2023-02-06,14.444136202171842,15,signal,27.81765911778349,v5,,,False,,2023-01-12,True,False,2
JF-base-low-confirm2,SNOW,2023-09-01,2024-01-05,16.50919972702114,86,signal,27.280194787458868,v5,,,False,,2023-08-31,True,False,2
JF-base-low-confirm2,SNOW,2024-06-28,2024-08-06,-14.331088418973547,26,trail,7.090977914117302,v5,,,False,,2024-06-27,True,False,2
JF-base-low-confirm2,TSLA,2022-02-25,2022-04-27,10.819385050147368,42,trail,41.5481363736643,v5,,,False,233.3333282470703,2022-02-24,False,True,2
JF-base-low-confirm2,TSLA,2022-12-05,2022-12-21,-26.593404828411128,12,trail,-3.6898254872679614,v5,,,False,,2022-12-02,True,False,2
JF-base-low-confirm2,TSLA,2023-01-18,2023-02-13,42.08505862732797,18,signal,51.81605962995424,v5,,,False,,2023-01-17,True,False,2
JF-base-low-confirm2,TSLA,2024-04-30,2024-07-12,25.85765548340815,50,signal,40.79581547816411,v5,,,False,,2024-04-29,True,False,2
JF-base-low-confirm2,MRNA,2022-01-11,2022-01-19,-16.609510979995036,5,entry_floor,-1.3761064647573318,v5,,,False,205.22999572753903,2022-01-10,False,True,2
JF-base-low-confirm2,MRNA,2022-02-16,2022-03-08,-15.49239322154994,13,entry_floor,5.832543622235287,v5,,,False,138.13999938964844,2022-02-15,False,True,2
JF-base-low-confirm2,MRNA,2023-08-18,2023-10-17,-14.825943022421717,41,trail,10.122758325063375,v5,,,False,95.0199966430664,2023-08-17,False,True,2
JF-base-low-confirm2,MRNA,2023-11-03,2024-02-12,19.35322949190672,67,trail,57.94227421730067,v5,,,False,62.54999923706055,2023-11-02,False,True,2
JF-base-low-confirm2,GOOGL,2022-02-02,2022-04-28,-23.185264576067965,59,trail,-2.148760330578514,v5,,,False,,2022-02-01,True,False,2
JF-base-low-confirm2,GOOGL,2024-03-15,2024-08-26,16.370420922658813,113,terminal,34.1613983689693,v5,,,False,,2024-03-14,True,False,2
JF-base-low-confirm2,AAOI,2022-01-25,2022-02-28,-14.528879830647135,23,trail,10.075563074715642,v5,,,False,3.630000114440918,2022-01-24,False,True,2
JF-base-low-confirm2,AAOI,2023-01-13,2023-01-20,-1.91320485993266,4,signal,4.721035927736872,v5,,,False,,2023-01-12,True,False,2
JF-base-low-confirm2,AAOI,2023-03-29,2023-05-02,-0.1998999999999973,23,trail,26.37362011157598,v5,,,False,1.7000000476837158,2023-03-28,False,True,2
JF-base-low-confirm2,AAOI,2023-05-09,2023-06-22,164.7240065994533,30,signal,193.78530312430712,v5,,,False,1.600000023841858,2023-05-08,False,True,2
JF-base-low-confirm2,AAOI,2024-04-17,2024-05-01,-19.181812451580626,10,entry_floor,0.6644511956771071,v5,,,False,10.850000381469728,2024-04-16,False,True,2
JF-base-low-confirm2,AAOI,2024-07-11,2024-07-25,-5.003121316486681,10,trail,27.16577388474675,v5,,,False,,2024-07-10,True,False,2
JF-base-low-confirm2,AAOI,2024-08-20,2024-08-26,11.766814147208681,5,terminal,13.03841519981419,v5,,,False,,2024-08-19,True,False,2
