symbol,episode_id,date,expiry_date,first_recovery_date,OPEN,CLOSE,MID,B_ALL_RAW,JF_RAW,B_SETUP,B_ENTRY_SIGNAL,B_SETUP_EXPIRED,B_SIGNAL,ICON_JUEFAN,S_SIGNAL,raw_b_count20,raw_b_suppressed,no_raw_buy,pending_setup_date,resolved_setup_date,resolved_setup_status,pending_setup_age,pending_B_BASE_BULL,pending_B_STAGE_COMPONENT,pending_B_BEAR_RECOVER,pending_B_CRASH_RECOVER,resolved_B_BASE_BULL,resolved_B_STAGE_COMPONENT,resolved_B_BEAR_RECOVER,resolved_B_CRASH_RECOVER,raw_B_BASE_BULL,raw_B_STAGE_COMPONENT,raw_B_BEAR_RECOVER,raw_B_CRASH_RECOVER,position,flat_origin,flat_since,flat_bar,held_trade_id,entry_today,exit_today,terminal_today,pending_buy,setup_high,bars_after_expiry,above_high,above_mid,both,recovered,first_recovery_today
MSFT,MSFT:2026-07-02,2026-07-21,2026-07-10,2026-07-15,398.80999755859375,397.75,383.82249755859374,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,7,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-07-22,2026-07-10,2026-07-15,399.5799865722656,390.3399963378906,384.64249725341796,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,8,False,True,False,True,False
MSFT,MSFT:2026-07-02,2026-07-23,2026-07-10,2026-07-15,389.9700012207031,381.5799865722656,385.44849700927733,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,9,False,False,False,True,False
MSFT,MSFT:2026-07-02,2026-07-24,2026-07-10,2026-07-15,387.0499877929687,381.7000122070313,386.8919982910156,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,10,False,False,False,True,False
MSFT,MSFT:2026-07-02,2026-07-27,2026-07-10,2026-07-15,390.0799865722656,389.1000061035156,387.69849853515626,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,11,False,True,False,True,False
MSFT,MSFT:2026-07-02,2026-07-28,2026-07-10,2026-07-15,393.1600036621094,393.3500061035156,388.93749847412107,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,12,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-07-29,2026-07-10,2026-07-15,393.3999938964844,390.5400085449219,389.8134994506836,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,13,False,True,False,True,False
MSFT,MSFT:2026-07-02,2026-07-30,2026-07-10,2026-07-15,437.8999938964844,451.1000061035156,393.15449981689454,True,False,False,False,False,False,False,False,2,True,False,,,,,False,False,False,False,False,False,False,False,True,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,14,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-07-31,2026-07-10,2026-07-15,450.0,464.7200012207031,396.8660003662109,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,15,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-08-03,2026-07-10,2026-07-15,476.1300048828125,487.6499938964844,401.91150054931643,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,16,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-08-04,2026-07-10,2026-07-15,480.8999938964844,492.80999755859375,407.11000061035156,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,17,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-08-05,2026-07-10,2026-07-15,496.3599853515625,487.4599914550781,412.3160003662109,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,18,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-08-06,2026-07-10,2026-07-15,488.5499877929687,499.8599853515625,418.09100036621095,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,19,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-08-07,2026-07-10,2026-07-15,499.2099914550781,499.989990234375,423.8354995727539,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,20,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-08-10,2026-07-10,2026-07-15,503.44000244140625,506.05999755859375,429.58899993896483,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,21,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-08-11,2026-07-10,2026-07-15,504.3299865722656,503.80999755859375,435.53300018310546,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,22,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-08-12,2026-07-10,2026-07-15,499.989990234375,492.4299926757813,440.3729995727539,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,23,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-08-13,2026-07-10,2026-07-15,493.2699890136719,496.8800048828125,445.16199951171876,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,24,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-08-14,2026-07-10,2026-07-15,496.3599853515625,495.3999938964844,450.24099884033205,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,25,True,True,True,True,False
MSFT,MSFT:2026-07-02,2026-08-17,2026-07-10,2026-07-15,490.1400146484375,480.3500061035156,454.14399871826174,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,392.2000122070313,26,True,True,True,True,False
